,Date,State,City,Crop Type,Season,Temperature (°C),Rainfall (mm),Supply Volume (tons),Demand Volume (tons),Transportation Cost (₹/ton),Fertilizer Usage (kg/hectare),Pest Infestation (0-1),Market Competition (0-1),Price (₹/ton)
8175,2024-04,Punjab,Amritsar,Pulses,Kharif,21.3,297.6,2325.42,1698.57,328.48,293.06,0.68,0.55,52.0
8176,2024-05,Punjab,Amritsar,Pulses,Kharif,27.8,124.0,1189.63,1599.61,311.81,72.04,0.37,0.93,116.01
8177,2024-06,Punjab,Amritsar,Pulses,Kharif,26.9,204.1,846.25,3615.61,252.08,114.53,0.09,0.6,289.15
8178,2024-07,Punjab,Amritsar,Pulses,Kharif,27.8,216.9,3093.61,2855.16,379.47,296.43,0.34,0.87,95.29
8179,2024-08,Punjab,Amritsar,Pulses,Kharif,21.3,1.8,4631.43,4266.67,467.59,246.68,0.44,0.97,70.96
8180,2024-09,Punjab,Amritsar,Pulses,Kharif,18.4,232.6,2219.74,4269.68,379.64,273.5,0.7,0.94,233.94
8181,2024-10,Punjab,Amritsar,Pulses,Kharif,28.7,74.5,4053.33,1948.99,342.2,205.75,0.58,0.95,19.81
8182,2024-11,Punjab,Amritsar,Pulses,Kharif,40.0,170.5,2439.46,1659.5,307.8,271.21,0.79,0.27,24.6
8183,2024-12,Punjab,Amritsar,Pulses,Kharif,24.5,6.1,822.07,1751.51,97.94,198.01,0.14,0.0,154.83
8184,2023-01,Punjab,Amritsar,Pulses,Rabi,21.4,101.5,4866.15,3382.74,51.28,268.14,0.07,0.24,103.13
8185,2023-02,Punjab,Amritsar,Pulses,Rabi,34.4,296.1,4457.59,1050.63,306.38,262.3,0.81,0.27,107.46
8186,2023-03,Punjab,Amritsar,Pulses,Rabi,36.3,285.4,3500.82,4371.82,346.23,114.78,0.63,0.38,169.32
8187,2023-04,Punjab,Amritsar,Pulses,Rabi,38.0,268.6,1148.87,4071.17,484.83,63.7,0.85,0.07,203.05
8188,2023-05,Punjab,Amritsar,Pulses,Rabi,31.3,51.5,1284.24,3586.76,319.62,290.77,0.47,0.72,228.99
8189,2023-06,Punjab,Amritsar,Pulses,Rabi,30.7,205.3,4977.38,3890.0,477.72,162.57,0.38,0.4,19.18
8190,2023-07,Punjab,Amritsar,Pulses,Rabi,30.7,28.0,3639.91,731.63,382.71,238.58,0.67,0.85,107.55
8191,2023-08,Punjab,Amritsar,Pulses,Rabi,36.0,224.5,4596.77,737.75,418.68,255.84,0.04,0.25,162.45
8192,2023-09,Punjab,Amritsar,Pulses,Rabi,22.8,222.4,2335.92,1214.7,371.88,171.76,0.83,0.5,8.13
8193,2023-10,Punjab,Amritsar,Pulses,Rabi,32.0,41.4,808.55,4231.1,142.26,182.4,0.5,0.11,319.11
8194,2023-11,Punjab,Amritsar,Pulses,Rabi,22.6,30.9,2690.33,1690.91,488.78,57.34,0.85,0.65,39.68
8195,2023-12,Punjab,Amritsar,Pulses,Rabi,18.5,115.1,4931.57,735.22,242.15,90.09,0.75,0.95,120.05
8196,2024-01,Punjab,Amritsar,Pulses,Rabi,28.5,66.1,946.72,3802.57,375.36,182.46,0.67,0.88,249.15
8197,2024-02,Punjab,Amritsar,Pulses,Rabi,23.0,92.9,2679.01,4308.54,463.56,209.6,0.14,0.42,160.67
8198,2024-03,Punjab,Amritsar,Pulses,Rabi,19.9,245.6,4968.45,3014.27,383.67,235.48,0.37,0.02,30.38
8199,2024-04,Punjab,Amritsar,Pulses,Rabi,36.3,205.2,725.66,2189.9,113.69,89.05,0.74,0.37,214.38
8200,2024-05,Punjab,Amritsar,Pulses,Rabi,22.7,88.5,2281.74,1707.24,122.33,200.23,0.43,0.04,75.51
8201,2024-06,Punjab,Amritsar,Pulses,Rabi,21.1,32.5,4876.21,3416.74,369.59,297.93,0.7,0.6,7.95
8202,2024-07,Punjab,Amritsar,Pulses,Rabi,31.2,70.2,4564.27,883.35,233.79,72.68,0.47,0.13,126.16
8203,2024-08,Punjab,Amritsar,Pulses,Rabi,30.0,129.5,4334.92,990.85,347.89,285.38,0.71,0.76,109.0
8204,2024-09,Punjab,Amritsar,Pulses,Rabi,31.2,101.2,3072.76,2104.59,360.46,50.26,0.85,0.94,31.91
8205,2024-10,Punjab,Amritsar,Pulses,Rabi,25.8,75.8,3525.63,3620.66,231.94,288.27,0.56,0.68,143.12
8206,2024-11,Punjab,Amritsar,Pulses,Rabi,31.0,71.6,3551.75,1546.75,329.33,207.83,0.66,0.47,44.45
8207,2024-12,Punjab,Amritsar,Pulses,Rabi,31.2,282.8,1809.48,2313.88,54.94,161.77,0.16,0.67,219.84
8208,2023-01,Punjab,Amritsar,Pulses,Zaid,32.0,85.0,2738.51,2329.45,50.39,245.2,0.77,0.15,118.02
8209,2023-02,Punjab,Amritsar,Pulses,Zaid,30.2,81.1,2626.27,4087.5,356.06,270.69,0.6,0.81,190.64
8210,2023-03,Punjab,Amritsar,Pulses,Zaid,20.8,65.1,2962.29,1019.25,186.94,145.29,0.17,0.6,4.42
8211,2023-04,Punjab,Amritsar,Pulses,Zaid,30.5,148.1,4986.56,729.38,146.65,177.82,0.91,0.3,124.56
8212,2023-05,Punjab,Amritsar,Pulses,Zaid,29.3,38.5,3408.06,2783.59,449.91,72.15,0.29,0.24,5.39
8213,2023-06,Punjab,Amritsar,Pulses,Zaid,38.8,295.9,2072.13,3954.32,347.34,76.29,0.49,0.22,207.54
8214,2023-07,Punjab,Amritsar,Pulses,Zaid,31.0,297.0,2152.24,3738.98,319.66,134.64,0.15,0.52,217.12
8215,2023-08,Punjab,Amritsar,Pulses,Zaid,18.7,298.1,4047.51,3680.07,384.27,250.16,0.36,0.54,93.3
8216,2023-09,Punjab,Amritsar,Pulses,Zaid,26.7,136.5,1564.1,3418.09,432.65,217.69,0.1,0.75,185.76
8217,2023-10,Punjab,Amritsar,Pulses,Zaid,31.4,95.6,4692.68,1898.03,294.04,111.11,0.95,0.62,62.14
8218,2023-11,Punjab,Amritsar,Pulses,Zaid,28.0,185.9,3746.38,2898.18,116.83,185.0,0.42,0.43,117.79
8219,2023-12,Punjab,Amritsar,Pulses,Zaid,37.4,158.0,4544.07,1393.16,96.53,248.93,0.9,0.84,11.36
8220,2024-01,Punjab,Amritsar,Pulses,Zaid,16.0,71.1,1141.8,3297.6,447.97,54.47,0.83,0.18,142.06
8221,2024-02,Punjab,Amritsar,Pulses,Zaid,36.4,218.1,2812.08,3362.88,443.76,213.78,0.64,0.75,115.46
8222,2024-03,Punjab,Amritsar,Pulses,Zaid,23.5,2.0,3644.54,4414.81,336.79,67.96,0.52,0.68,154.27
8223,2024-04,Punjab,Amritsar,Pulses,Zaid,16.2,168.0,2482.43,2112.19,365.01,285.39,0.21,0.71,65.57
8224,2024-05,Punjab,Amritsar,Pulses,Zaid,37.5,224.5,2382.46,4271.4,302.28,63.06,0.07,0.37,236.24
8225,2024-06,Punjab,Amritsar,Pulses,Zaid,17.5,77.0,3633.24,1643.63,294.45,100.64,0.01,0.5,18.94
8226,2024-07,Punjab,Amritsar,Pulses,Zaid,25.3,233.5,3600.44,2377.11,433.44,239.06,0.35,0.41,1.75
8227,2024-08,Punjab,Amritsar,Pulses,Zaid,38.4,251.7,2880.56,1195.57,239.78,116.43,0.42,0.88,36.18
8228,2024-09,Punjab,Amritsar,Pulses,Zaid,28.4,143.4,4182.83,3827.53,104.87,66.4,0.07,0.71,181.44
8229,2024-10,Punjab,Amritsar,Pulses,Zaid,17.1,254.3,873.44,2381.34,321.47,155.83,0.54,0.42,165.63
8230,2024-11,Punjab,Amritsar,Pulses,Zaid,19.2,122.2,2978.97,3600.61,437.13,243.76,0.75,0.17,81.52
8231,2024-12,Punjab,Amritsar,Pulses,Zaid,29.1,1.9,2431.54,878.19,369.86,52.6,0.44,0.15,66.35
8232,2023-01,Punjab,Amritsar,Pulses,Post-Monsoon,38.6,41.8,2887.08,1766.18,344.95,289.01,0.7,0.32,10.31
8233,2023-02,Punjab,Amritsar,Pulses,Post-Monsoon,25.9,143.1,4041.35,3170.37,96.45,74.35,0.89,0.54,119.61
8234,2023-03,Punjab,Amritsar,Pulses,Post-Monsoon,33.9,195.3,3882.86,3427.66,203.99,173.42,0.8,0.46,117.91
8235,2023-04,Punjab,Amritsar,Pulses,Post-Monsoon,21.7,294.0,4119.69,4197.19,283.77,88.04,0.06,0.16,143.23
8236,2023-05,Punjab,Amritsar,Pulses,Post-Monsoon,34.9,218.4,2082.0,2285.55,201.04,180.66,0.11,0.32,138.2
8237,2023-06,Punjab,Amritsar,Pulses,Post-Monsoon,37.2,67.5,4283.51,4027.27,456.89,272.87,0.68,0.76,69.26
8238,2023-07,Punjab,Amritsar,Pulses,Post-Monsoon,39.6,174.9,1556.95,3134.38,117.7,240.09,0.98,0.6,242.06
8239,2023-08,Punjab,Amritsar,Pulses,Post-Monsoon,17.8,252.4,2084.19,3260.81,336.54,113.59,0.65,0.89,183.39
8240,2023-09,Punjab,Amritsar,Pulses,Post-Monsoon,38.7,16.5,1490.67,4416.53,295.62,65.75,0.15,0.13,258.83
8241,2023-10,Punjab,Amritsar,Pulses,Post-Monsoon,32.8,245.2,1935.6,2844.35,373.46,59.96,0.19,0.77,156.07
8242,2023-11,Punjab,Amritsar,Pulses,Post-Monsoon,20.0,160.4,2421.56,776.87,314.19,171.32,0.17,0.72,8.31
8243,2023-12,Punjab,Amritsar,Pulses,Post-Monsoon,26.0,293.9,1694.02,642.56,101.45,176.44,0.48,0.34,71.83
8244,2024-01,Punjab,Amritsar,Pulses,Post-Monsoon,34.9,270.1,754.95,496.2,464.49,131.77,0.51,0.06,15.57
8245,2024-02,Punjab,Amritsar,Pulses,Post-Monsoon,25.0,16.3,3812.82,1547.58,376.38,158.82,0.9,0.39,87.09
8246,2024-03,Punjab,Amritsar,Pulses,Post-Monsoon,30.2,278.1,2727.68,1365.22,456.49,175.11,0.62,0.94,9.32
8247,2024-04,Punjab,Amritsar,Pulses,Post-Monsoon,25.4,85.2,1582.0,3942.72,360.75,153.03,0.25,0.58,226.27
8248,2024-05,Punjab,Amritsar,Pulses,Post-Monsoon,30.9,180.5,1004.66,1508.42,327.95,201.97,0.5,0.51,96.7
8249,2024-06,Punjab,Amritsar,Pulses,Post-Monsoon,32.6,169.9,1988.91,1862.65,66.04,235.97,0.23,0.86,173.04
8250,2024-07,Punjab,Amritsar,Pulses,Post-Monsoon,29.4,272.2,590.94,2663.2,214.4,277.33,0.75,0.51,236.16
8251,2024-08,Punjab,Amritsar,Pulses,Post-Monsoon,25.8,261.7,2033.05,4237.98,55.26,159.46,0.75,0.69,329.26
8252,2024-09,Punjab,Amritsar,Pulses,Post-Monsoon,17.6,71.2,4273.94,4180.72,62.66,121.97,0.7,0.54,183.8
8253,2024-10,Punjab,Amritsar,Pulses,Post-Monsoon,23.7,118.5,4518.36,4230.24,195.52,135.38,0.84,0.2,121.33
8254,2024-11,Punjab,Amritsar,Pulses,Post-Monsoon,33.0,271.4,1505.37,1723.7,362.64,242.17,0.28,0.02,65.74
8255,2024-12,Punjab,Amritsar,Pulses,Post-Monsoon,19.4,153.6,2131.96,1848.57,338.75,102.9,0.53,0.4,49.82
8256,2023-01,Punjab,Amritsar,Millets,Kharif,32.7,272.7,3654.0,812.14,258.36,58.39,0.08,0.14,64.15
8257,2023-02,Punjab,Amritsar,Millets,Kharif,26.1,46.6,3858.22,1291.1,152.25,113.77,0.25,1.0,6.67
8258,2023-03,Punjab,Amritsar,Millets,Kharif,36.2,138.9,3918.99,1162.69,259.42,236.6,0.18,0.18,65.86
8259,2023-04,Punjab,Amritsar,Millets,Kharif,19.5,215.8,3396.44,3822.63,239.92,289.94,0.24,0.91,191.97
8260,2023-05,Punjab,Amritsar,Millets,Kharif,23.5,213.5,2113.14,4321.37,392.38,244.96,0.66,0.58,220.97
8261,2023-06,Punjab,Amritsar,Millets,Kharif,18.8,37.5,3714.73,1992.46,376.98,113.83,0.48,0.23,49.95
8262,2023-07,Punjab,Amritsar,Millets,Kharif,16.1,56.6,1159.57,1737.82,140.55,157.96,0.88,0.48,136.78
8263,2023-08,Punjab,Amritsar,Millets,Kharif,23.6,62.4,3273.03,1171.69,282.46,286.08,0.1,0.33,40.91
8264,2023-09,Punjab,Amritsar,Millets,Kharif,26.9,160.2,845.87,1283.34,86.45,215.78,0.09,0.51,166.71
8265,2023-10,Punjab,Amritsar,Millets,Kharif,24.3,250.9,730.48,3993.02,351.71,276.61,0.91,0.23,260.72
8266,2023-11,Punjab,Amritsar,Millets,Kharif,29.6,193.7,1208.0,3559.93,449.51,231.47,0.21,0.47,198.53
8267,2023-12,Punjab,Amritsar,Millets,Kharif,23.9,142.7,2487.38,1289.91,405.28,76.38,0.26,0.32,25.81
8268,2024-01,Punjab,Amritsar,Millets,Kharif,29.8,27.3,2585.63,4444.96,348.56,266.11,0.15,0.28,196.99
8269,2024-02,Punjab,Amritsar,Millets,Kharif,26.7,220.0,3766.4,4233.48,306.38,161.0,0.68,0.46,152.85
8270,2024-03,Punjab,Amritsar,Millets,Kharif,15.9,64.1,1830.75,2503.01,318.17,205.01,0.61,0.68,119.61
8271,2024-04,Punjab,Amritsar,Millets,Kharif,31.9,52.4,2227.05,595.9,386.99,162.05,0.78,0.6,59.72
8272,2024-05,Punjab,Amritsar,Millets,Kharif,24.5,72.9,4875.11,3983.15,331.12,247.88,0.58,0.02,37.32
8273,2024-06,Punjab,Amritsar,Millets,Kharif,39.4,67.4,2091.53,2174.3,62.31,289.31,0.34,0.06,139.75
8274,2024-07,Punjab,Amritsar,Millets,Kharif,27.5,85.5,596.0,1485.52,478.57,209.28,1.0,0.27,38.17
8275,2024-08,Punjab,Amritsar,Millets,Kharif,30.7,11.4,1058.07,852.24,349.93,145.26,0.27,0.58,32.65
8276,2024-09,Punjab,Amritsar,Millets,Kharif,27.4,104.5,4517.19,2598.88,121.13,56.59,0.09,0.92,79.85
8277,2024-10,Punjab,Amritsar,Millets,Kharif,22.8,58.8,2838.21,3177.7,408.7,264.43,0.35,0.79,100.86
8278,2024-11,Punjab,Amritsar,Millets,Kharif,28.0,279.7,3858.66,1076.41,204.18,276.26,0.48,0.43,33.37
8279,2024-12,Punjab,Amritsar,Millets,Kharif,33.5,41.0,4509.75,4101.69,372.74,131.57,0.94,0.51,67.31
8280,2023-01,Punjab,Amritsar,Millets,Rabi,26.8,110.5,3452.24,3165.8,90.87,99.25,0.7,0.63,155.64
8281,2023-02,Punjab,Amritsar,Millets,Rabi,24.9,292.4,2506.17,3603.19,229.02,60.12,0.5,0.55,209.93
8282,2023-03,Punjab,Amritsar,Millets,Rabi,28.4,52.9,3733.63,3167.29,50.43,81.51,0.74,0.91,161.57
8283,2023-04,Punjab,Amritsar,Millets,Rabi,36.3,9.2,3560.33,3686.01,81.92,55.26,0.58,0.55,179.51
8284,2023-05,Punjab,Amritsar,Millets,Rabi,16.6,281.3,4508.63,2817.84,81.58,172.37,0.75,0.64,95.79
8285,2023-06,Punjab,Amritsar,Millets,Rabi,34.0,228.7,4223.5,3856.05,434.32,222.89,0.27,0.62,83.72
8286,2023-07,Punjab,Amritsar,Millets,Rabi,39.3,103.3,4573.58,3626.81,239.08,207.61,0.15,0.71,104.16
8287,2023-08,Punjab,Amritsar,Millets,Rabi,35.2,117.9,2062.52,4054.27,308.91,291.6,0.1,0.49,229.33
8288,2023-09,Punjab,Amritsar,Millets,Rabi,17.6,156.1,1001.32,4258.1,421.24,132.89,0.52,0.04,232.36
8289,2023-10,Punjab,Amritsar,Millets,Rabi,29.7,191.6,1178.82,3202.25,439.52,186.05,0.49,0.54,175.66
8290,2023-11,Punjab,Amritsar,Millets,Rabi,32.8,201.1,3560.87,730.51,142.66,233.44,0.36,0.3,35.24
8291,2023-12,Punjab,Amritsar,Millets,Rabi,32.5,165.8,3511.14,984.3,308.11,124.31,0.69,0.21,79.31
8292,2024-01,Punjab,Amritsar,Millets,Rabi,19.5,186.9,4639.77,1870.96,222.15,223.93,0.14,0.14,40.88
8293,2024-02,Punjab,Amritsar,Millets,Rabi,20.5,122.8,1648.6,3666.74,157.43,227.89,0.36,0.1,241.19
8294,2024-03,Punjab,Amritsar,Millets,Rabi,21.1,160.3,3559.67,2526.62,461.78,269.08,0.53,0.61,0.5
8295,2024-04,Punjab,Amritsar,Millets,Rabi,36.3,288.0,1783.24,928.39,213.16,86.21,0.82,0.45,54.04
8296,2024-05,Punjab,Amritsar,Millets,Rabi,37.4,13.4,4108.84,1390.91,191.16,262.77,0.52,0.13,60.51
8297,2024-06,Punjab,Amritsar,Millets,Rabi,36.0,238.9,4148.17,2731.75,356.92,287.25,0.86,0.48,14.63
8298,2024-07,Punjab,Amritsar,Millets,Rabi,31.5,178.0,4419.29,2041.74,77.53,233.55,0.19,0.18,28.0
8299,2024-08,Punjab,Amritsar,Millets,Rabi,28.7,164.0,4087.56,3297.53,172.16,207.85,0.54,0.65,118.64
8300,2024-09,Punjab,Amritsar,Millets,Rabi,39.0,85.6,588.93,1382.73,321.73,177.05,0.08,0.74,122.59
8301,2024-10,Punjab,Amritsar,Millets,Rabi,23.0,223.5,3373.29,2539.76,210.16,160.0,0.44,0.06,67.22
8302,2024-11,Punjab,Amritsar,Millets,Rabi,16.4,162.2,1445.47,4479.08,294.51,281.82,0.3,0.6,296.41
8303,2024-12,Punjab,Amritsar,Millets,Rabi,25.0,127.4,3602.49,1432.21,170.31,171.78,0.57,0.14,17.62
8304,2023-01,Punjab,Amritsar,Millets,Zaid,22.2,84.6,2488.7,3392.48,57.71,290.86,0.6,0.56,224.63
8305,2023-02,Punjab,Amritsar,Millets,Zaid,37.0,184.3,4963.82,832.24,313.5,123.91,0.81,0.6,144.35
8306,2023-03,Punjab,Amritsar,Millets,Zaid,38.8,243.4,1045.6,1143.5,182.15,165.54,0.48,0.76,133.62
8307,2023-04,Punjab,Amritsar,Millets,Zaid,28.8,262.6,3887.63,2668.81,462.35,165.47,0.36,0.6,8.55
8308,2023-05,Punjab,Amritsar,Millets,Zaid,22.3,54.2,1348.78,709.02,226.1,139.83,0.39,0.44,38.44
8309,2023-06,Punjab,Amritsar,Millets,Zaid,17.2,227.8,2024.01,4086.57,366.41,82.68,0.67,0.2,197.76
8310,2023-07,Punjab,Amritsar,Millets,Zaid,39.0,90.6,3734.2,3780.62,345.5,157.88,0.27,0.22,96.74
8311,2023-08,Punjab,Amritsar,Millets,Zaid,15.0,34.3,1304.58,1007.46,390.61,151.81,0.64,0.11,12.76
8312,2023-09,Punjab,Amritsar,Millets,Zaid,27.2,80.1,4205.14,2311.08,321.05,237.08,0.9,0.75,11.85
8313,2023-10,Punjab,Amritsar,Millets,Zaid,24.6,227.6,2258.31,2340.22,233.8,183.91,0.48,0.68,132.84
8314,2023-11,Punjab,Amritsar,Millets,Zaid,28.3,263.5,3683.75,434.64,181.77,226.34,0.68,0.53,63.38
8315,2023-12,Punjab,Amritsar,Millets,Zaid,20.0,212.0,3537.66,3661.76,276.4,264.1,0.57,0.23,121.82
8316,2024-01,Punjab,Amritsar,Millets,Zaid,21.1,210.1,2078.46,1281.99,404.23,115.83,0.98,0.18,20.82
8317,2024-02,Punjab,Amritsar,Millets,Zaid,16.1,230.2,1876.52,1588.81,348.84,182.6,0.55,0.56,55.98
8318,2024-03,Punjab,Amritsar,Millets,Zaid,32.6,265.7,4545.27,4376.99,172.59,292.28,0.08,0.12,164.84
8319,2024-04,Punjab,Amritsar,Millets,Zaid,35.5,174.6,1581.94,4031.07,138.4,58.49,0.59,0.72,310.32
8320,2024-05,Punjab,Amritsar,Millets,Zaid,28.8,23.6,2001.47,1680.67,124.06,236.63,0.99,0.07,72.18
8321,2024-06,Punjab,Amritsar,Millets,Zaid,34.3,237.2,2175.74,1148.08,417.26,78.29,0.69,0.45,14.32
8322,2024-07,Punjab,Amritsar,Millets,Zaid,26.9,285.3,3465.23,4240.5,311.75,287.28,0.86,0.36,164.76
8323,2024-08,Punjab,Amritsar,Millets,Zaid,18.1,180.5,1986.61,1799.18,67.18,54.69,0.37,0.54,147.73
8324,2024-09,Punjab,Amritsar,Millets,Zaid,21.0,289.9,4053.24,1673.08,191.32,184.91,0.48,0.33,2.85
8325,2024-10,Punjab,Amritsar,Millets,Zaid,35.9,27.7,814.17,766.4,410.63,277.63,0.21,0.26,8.5
8326,2024-11,Punjab,Amritsar,Millets,Zaid,25.6,268.7,3661.62,4229.85,481.18,103.11,0.05,0.47,123.14
8327,2024-12,Punjab,Amritsar,Millets,Zaid,25.5,30.9,3957.74,4014.61,494.15,162.74,0.99,0.45,45.78
8328,2023-01,Punjab,Amritsar,Millets,Post-Monsoon,30.3,105.0,4492.58,1234.44,257.54,172.18,0.18,0.17,94.02
8329,2023-02,Punjab,Amritsar,Millets,Post-Monsoon,31.4,44.2,3968.06,2255.23,65.24,274.69,0.62,0.54,65.19
8330,2023-03,Punjab,Amritsar,Millets,Post-Monsoon,36.9,284.5,2718.68,2600.9,322.85,185.55,0.56,0.42,94.9
8331,2023-04,Punjab,Amritsar,Millets,Post-Monsoon,16.7,185.5,4467.28,2031.46,300.32,242.11,0.94,0.65,35.67
8332,2023-05,Punjab,Amritsar,Millets,Post-Monsoon,20.6,220.1,1757.42,1202.23,181.61,99.97,0.19,0.74,101.13
8333,2023-06,Punjab,Amritsar,Millets,Post-Monsoon,19.2,62.4,1389.21,1510.31,370.84,241.32,1.0,0.98,64.09
8334,2023-07,Punjab,Amritsar,Millets,Post-Monsoon,37.3,121.1,834.89,2316.13,431.21,219.2,0.6,0.01,99.09
8335,2023-08,Punjab,Amritsar,Millets,Post-Monsoon,16.9,8.4,1297.11,3069.23,445.72,70.62,0.93,0.99,151.39
8336,2023-09,Punjab,Amritsar,Millets,Post-Monsoon,19.7,275.0,1442.19,1267.2,397.27,245.18,0.77,0.58,42.45
8337,2023-10,Punjab,Amritsar,Millets,Post-Monsoon,38.0,63.6,684.42,2914.87,472.7,104.78,0.1,0.71,175.47
8338,2023-11,Punjab,Amritsar,Millets,Post-Monsoon,19.6,4.6,1422.28,4100.91,324.3,53.11,0.21,0.78,257.84
8339,2023-12,Punjab,Amritsar,Millets,Post-Monsoon,37.5,143.4,1353.77,3390.43,130.27,192.96,0.06,0.44,273.2
8340,2024-01,Punjab,Amritsar,Millets,Post-Monsoon,21.2,97.7,2656.85,1711.79,258.08,163.76,0.64,0.87,54.27
8341,2024-02,Punjab,Amritsar,Millets,Post-Monsoon,24.3,11.4,4113.51,1551.41,378.22,249.56,0.81,0.76,82.74
8342,2024-03,Punjab,Amritsar,Millets,Post-Monsoon,15.4,93.3,2486.98,1542.23,369.93,199.58,0.87,0.01,31.86
8343,2024-04,Punjab,Amritsar,Millets,Post-Monsoon,21.9,264.7,601.18,3416.16,232.99,212.99,0.03,0.03,270.93
8344,2024-05,Punjab,Amritsar,Millets,Post-Monsoon,17.0,82.4,1829.81,1139.16,214.6,94.99,0.15,0.17,41.01
8345,2024-06,Punjab,Amritsar,Millets,Post-Monsoon,31.3,294.6,641.86,2893.94,463.99,199.23,0.6,0.84,197.01
8346,2024-07,Punjab,Amritsar,Millets,Post-Monsoon,34.3,282.7,3664.85,2520.81,324.89,220.05,0.14,0.2,38.08
8347,2024-08,Punjab,Amritsar,Millets,Post-Monsoon,24.4,104.4,3209.69,704.46,231.06,76.58,0.38,0.56,44.77
8348,2024-09,Punjab,Amritsar,Millets,Post-Monsoon,18.0,110.4,708.73,622.08,135.09,152.29,0.55,0.74,108.22
8349,2024-10,Punjab,Amritsar,Millets,Post-Monsoon,28.2,254.7,1527.13,3355.2,311.64,57.58,0.02,0.01,196.23
8350,2024-11,Punjab,Amritsar,Millets,Post-Monsoon,23.6,161.3,3813.44,2672.67,496.99,277.52,0.86,0.12,43.03
8351,2024-12,Punjab,Amritsar,Millets,Post-Monsoon,20.7,11.7,3587.3,3544.28,407.64,273.6,0.15,0.15,56.25
8352,2023-01,Punjab,Amritsar,Barley,Kharif,16.7,216.5,1844.4,1008.49,179.25,297.28,0.65,0.52,62.59
8353,2023-02,Punjab,Amritsar,Barley,Kharif,38.6,7.1,1907.73,1826.59,372.32,90.77,0.42,0.54,47.81
8354,2023-03,Punjab,Amritsar,Barley,Kharif,33.6,285.4,2193.47,3464.69,434.25,142.17,0.53,0.08,131.24
8355,2023-04,Punjab,Amritsar,Barley,Kharif,28.3,298.3,1366.96,623.89,298.74,101.11,0.65,0.73,44.69
8356,2023-05,Punjab,Amritsar,Barley,Kharif,35.9,79.2,1693.61,475.43,254.72,143.66,0.7,0.68,7.28
8357,2023-06,Punjab,Amritsar,Barley,Kharif,31.8,298.1,3363.73,2191.14,470.57,71.92,0.47,0.02,28.21
8358,2023-07,Punjab,Amritsar,Barley,Kharif,20.3,27.1,1531.15,4335.28,467.74,193.26,0.26,0.93,234.66
8359,2023-08,Punjab,Amritsar,Barley,Kharif,15.6,287.8,3221.87,1349.11,439.63,58.28,0.98,0.8,46.24
8360,2023-09,Punjab,Amritsar,Barley,Kharif,17.6,148.0,2091.7,2964.3,288.74,279.02,0.41,0.64,158.41
8361,2023-10,Punjab,Amritsar,Barley,Kharif,39.6,99.1,4869.17,2128.75,359.46,168.8,0.76,0.38,80.65
8362,2023-11,Punjab,Amritsar,Barley,Kharif,16.4,253.2,3964.75,3686.62,267.96,50.48,0.02,0.38,126.64
8363,2023-12,Punjab,Amritsar,Barley,Kharif,21.6,201.8,4261.73,1121.64,204.72,199.12,0.15,0.16,66.49
8364,2024-01,Punjab,Amritsar,Barley,Kharif,34.6,279.5,3144.29,3937.73,300.69,274.38,0.52,0.93,199.19
8365,2024-02,Punjab,Amritsar,Barley,Kharif,17.4,31.2,1048.82,3011.65,427.46,107.08,0.21,0.57,161.04
8366,2024-03,Punjab,Amritsar,Barley,Kharif,31.6,103.2,2061.39,1862.67,300.18,149.0,0.76,0.37,57.2
8367,2024-04,Punjab,Amritsar,Barley,Kharif,28.7,111.6,3347.84,4330.29,354.02,220.0,0.65,0.9,178.42
8368,2024-05,Punjab,Amritsar,Barley,Kharif,28.1,86.1,2912.32,2440.47,304.13,213.73,0.76,0.25,45.51
8369,2024-06,Punjab,Amritsar,Barley,Kharif,19.0,274.6,4171.23,1526.22,59.46,50.6,0.5,0.05,4.2
8370,2024-07,Punjab,Amritsar,Barley,Kharif,24.2,135.3,1839.35,3438.86,306.22,242.26,0.88,0.3,172.66
8371,2024-08,Punjab,Amritsar,Barley,Kharif,31.0,244.8,4641.19,4090.43,254.24,292.09,0.76,0.12,99.48
8372,2024-09,Punjab,Amritsar,Barley,Kharif,26.1,68.0,1467.62,1018.91,450.86,234.23,0.82,0.97,6.8
8373,2024-10,Punjab,Amritsar,Barley,Kharif,16.5,32.0,4236.44,2732.27,230.48,130.75,0.98,0.56,25.19
8374,2024-11,Punjab,Amritsar,Barley,Kharif,29.3,275.6,1138.05,1592.19,68.43,106.14,0.56,0.24,168.24
8375,2024-12,Punjab,Amritsar,Barley,Kharif,15.7,199.2,3294.22,2490.66,275.19,63.59,0.41,0.83,83.44
8376,2023-01,Punjab,Amritsar,Barley,Rabi,22.0,176.3,1293.64,1476.89,164.77,89.85,0.67,0.05,100.4
8377,2023-02,Punjab,Amritsar,Barley,Rabi,36.6,119.8,2547.34,2132.45,114.54,143.02,0.16,0.23,115.14
8378,2023-03,Punjab,Amritsar,Barley,Rabi,39.6,39.0,2271.56,3041.68,465.11,267.4,0.19,0.95,115.33
8379,2023-04,Punjab,Amritsar,Barley,Rabi,24.6,19.7,1509.34,589.89,97.11,138.98,0.25,0.87,82.08
8380,2023-05,Punjab,Amritsar,Barley,Rabi,29.6,14.6,1984.74,3237.02,480.58,125.79,0.98,0.54,97.96
