year,month,crop,state,season,rainfall_mm,temperature_c,demand_index,inflation_rate,price_per_quintal
2020,8,Chilli,Bihar,Kharif,166.1,19.2,0.983,5.5,7652.49
2020,8,Chilli,West Bengal,Kharif,204.5,20.3,0.95,5.5,7197.3
2020,8,Chilli,Tamil Nadu,Kharif,189.2,21.9,0.929,5.5,7225.97
2020,8,Gram,Punjab,Rabi,283.3,32.9,1.16,5.5,5926.04
2020,8,Gram,Haryana,Rabi,308.8,30.5,1.164,5.5,5828.56
2020,8,Gram,UP,Rabi,265.0,31.9,1.197,5.5,5769.45
2020,8,Gram,Maharashtra,Rabi,277.7,33.0,1.166,5.5,6623.55
2020,8,Gram,Karnataka,Rabi,256.4,34.2,1.121,5.5,6169.98
2020,8,Gram,Andhra Pradesh,Rabi,286.9,31.2,1.124,5.5,6152.37
2020,8,Gram,Madhya Pradesh,Rabi,282.0,33.6,1.146,5.5,6128.18
2020,8,Gram,Rajasthan,Rabi,291.8,31.6,1.126,5.5,6682.54
2020,8,Gram,Gujarat,Rabi,278.1,31.4,1.168,5.5,6099.7
2020,8,Gram,Bihar,Rabi,294.3,31.1,1.15,5.5,6496.74
2020,8,Gram,West Bengal,Rabi,292.7,26.9,1.188,5.5,5943.56
2020,8,Gram,Tamil Nadu,Rabi,265.5,30.3,1.093,5.5,6699.36
2020,8,Mustard,Punjab,Rabi,193.0,25.4,0.955,5.5,4799.47
2020,8,Mustard,Haryana,Rabi,185.9,25.8,0.93,5.5,5487.58
2020,8,Mustard,UP,Rabi,229.6,23.2,0.966,5.5,5359.61
2020,8,Mustard,Maharashtra,Rabi,234.5,23.7,1.011,5.5,5053.18
2020,8,Mustard,Karnataka,Rabi,191.8,24.4,0.968,5.5,4807.62
2020,8,Mustard,Andhra Pradesh,Rabi,213.9,24.0,0.984,5.5,5500.21
2020,8,Mustard,Madhya Pradesh,Rabi,194.2,24.9,0.945,5.5,5540.72
2020,8,Mustard,Rajasthan,Rabi,201.7,21.8,0.969,5.5,5093.11
2020,8,Mustard,Gujarat,Rabi,230.6,23.7,1.015,5.5,5559.04
2020,8,Mustard,Bihar,Rabi,201.7,21.4,0.957,5.5,5493.33
2020,8,Mustard,West Bengal,Rabi,223.7,23.4,0.967,5.5,5097.83
2020,8,Mustard,Tamil Nadu,Rabi,233.1,24.2,0.938,5.5,5200.48
2020,9,Wheat,Punjab,Rabi,224.0,24.3,0.941,5.5,2269.73
2020,9,Wheat,Haryana,Rabi,284.4,27.3,0.955,5.5,2182.29
2020,9,Wheat,UP,Rabi,220.7,25.3,0.973,5.5,2289.75
2020,9,Wheat,Maharashtra,Rabi,224.0,23.0,0.949,5.5,2360.04
2020,9,Wheat,Karnataka,Rabi,229.1,26.3,0.97,5.5,2246.54
2020,9,Wheat,Andhra Pradesh,Rabi,261.3,25.8,0.944,5.5,2078.01
2020,9,Wheat,Madhya Pradesh,Rabi,226.3,28.9,0.919,5.5,2109.16
2020,9,Wheat,Rajasthan,Rabi,259.0,26.3,0.934,5.5,2392.45
2020,9,Wheat,Gujarat,Rabi,235.9,26.7,0.915,5.5,2175.73
2020,9,Wheat,Bihar,Rabi,223.7,26.0,0.945,5.5,2134.4
2020,9,Wheat,West Bengal,Rabi,223.0,28.5,0.994,5.5,2205.64
2020,9,Wheat,Tamil Nadu,Rabi,219.3,26.4,0.971,5.5,2120.49
2020,9,Rice,Punjab,Kharif,378.1,27.3,0.944,5.5,2318.18
2020,9,Rice,Haryana,Kharif,353.9,29.3,0.963,5.5,2227.86
2020,9,Rice,UP,Kharif,376.9,30.0,0.967,5.5,2285.91
2020,9,Rice,Maharashtra,Kharif,396.1,25.1,0.931,5.5,2134.69
2020,9,Rice,Karnataka,Kharif,345.3,23.3,0.968,5.5,2361.32
2020,9,Rice,Andhra Pradesh,Kharif,328.5,26.6,0.911,5.5,2210.22
2020,9,Rice,Madhya Pradesh,Kharif,357.4,27.4,0.95,5.5,2278.35
2020,9,Rice,Rajasthan,Kharif,358.3,24.6,0.923,5.5,2259.39
2020,9,Rice,Gujarat,Kharif,380.2,30.6,0.957,5.5,2293.75
2020,9,Rice,Bihar,Kharif,395.6,27.3,0.916,5.5,2314.63
2020,9,Rice,West Bengal,Kharif,393.2,27.1,0.936,5.5,2358.49
2020,9,Rice,Tamil Nadu,Kharif,326.6,27.7,0.95,5.5,2122.75
2020,9,Maize,Punjab,Kharif,203.2,34.9,0.9,5.5,2298.71
2020,9,Maize,Haryana,Kharif,197.0,31.6,0.883,5.5,2145.58
2020,9,Maize,UP,Kharif,170.9,37.1,0.915,5.5,2151.52
2020,9,Maize,Maharashtra,Kharif,198.3,33.4,0.885,5.5,2261.64
2020,9,Maize,Karnataka,Kharif,206.0,32.5,0.906,5.5,1975.27
2020,9,Maize,Andhra Pradesh,Kharif,186.2,33.9,0.935,5.5,2260.57
2020,9,Maize,Madhya Pradesh,Kharif,183.8,34.8,0.901,5.5,2000.37
2020,9,Maize,Rajasthan,Kharif,192.0,34.8,0.945,5.5,2222.6
2020,9,Maize,Gujarat,Kharif,205.7,36.0,0.887,5.5,2027.87
2020,9,Maize,Bihar,Kharif,188.4,31.9,0.888,5.5,2066.0
2020,9,Maize,West Bengal,Kharif,241.2,36.5,0.953,5.5,2182.57
2020,9,Maize,Tamil Nadu,Kharif,161.8,38.9,0.894,5.5,2135.47
2020,9,Potato,Punjab,Rabi,186.1,25.2,0.904,5.5,739.96
2020,9,Potato,Haryana,Rabi,169.3,28.0,0.975,5.5,718.88
2020,9,Potato,UP,Rabi,178.6,28.4,0.983,5.5,745.41
2020,9,Potato,Maharashtra,Rabi,172.4,32.3,0.897,5.5,791.27
2020,9,Potato,Karnataka,Rabi,179.3,27.8,0.951,5.5,684.42
2020,9,Potato,Andhra Pradesh,Rabi,143.9,28.0,0.936,5.5,772.03
2020,9,Potato,Madhya Pradesh,Rabi,144.2,28.6,0.988,5.5,730.98
2020,9,Potato,Rajasthan,Rabi,165.7,25.5,0.946,5.5,705.87
2020,9,Potato,Gujarat,Rabi,165.1,31.5,0.953,5.5,728.92
2020,9,Potato,Bihar,Rabi,164.4,27.6,0.978,5.5,762.35
2020,9,Potato,West Bengal,Rabi,177.6,28.0,0.928,5.5,679.17
2020,9,Potato,Tamil Nadu,Rabi,161.5,30.6,0.944,5.5,731.14
2020,9,Tomato,Punjab,Year-round,247.2,35.7,1.113,5.5,1439.99
2020,9,Tomato,Haryana,Year-round,248.4,37.1,1.073,5.5,1401.05
2020,9,Tomato,UP,Year-round,200.6,32.4,1.133,5.5,1433.52
2020,9,Tomato,Maharashtra,Year-round,253.5,32.8,1.095,5.5,1379.36
2020,9,Tomato,Karnataka,Year-round,274.0,32.5,1.171,5.5,1274.75
2020,9,Tomato,Andhra Pradesh,Year-round,245.1,32.2,1.095,5.5,1408.44
2020,9,Tomato,Madhya Pradesh,Year-round,241.1,30.4,1.119,5.5,1412.47
2020,9,Tomato,Rajasthan,Year-round,216.6,37.9,1.113,5.5,1286.02
2020,9,Tomato,Gujarat,Year-round,243.4,33.0,1.1,5.5,1312.56
2020,9,Tomato,Bihar,Year-round,221.0,31.8,1.107,5.5,1234.95
2020,9,Tomato,West Bengal,Year-round,282.1,33.9,1.133,5.5,1262.98
2020,9,Tomato,Tamil Nadu,Year-round,265.3,28.1,1.153,5.5,1407.25
2020,9,Onion,Punjab,Rabi,139.6,16.9,1.063,5.5,1440.88
2020,9,Onion,Haryana,Rabi,189.6,18.9,1.109,5.5,1454.39
2020,9,Onion,UP,Rabi,163.2,18.5,1.067,5.5,1487.01
2020,9,Onion,Maharashtra,Rabi,181.0,19.9,1.045,5.5,1601.56
2020,9,Onion,Karnataka,Rabi,163.0,20.5,1.098,5.5,1512.26
2020,9,Onion,Andhra Pradesh,Rabi,152.9,19.8,1.086,5.5,1541.35
2020,9,Onion,Madhya Pradesh,Rabi,184.8,20.0,1.029,5.5,1428.33
2020,9,Onion,Rajasthan,Rabi,142.8,17.8,1.069,5.5,1562.71
2020,9,Onion,Gujarat,Rabi,126.6,15.6,1.104,5.5,1445.6
2020,9,Onion,Bihar,Rabi,156.9,18.4,1.125,5.5,1586.65
2020,9,Onion,West Bengal,Rabi,169.8,15.6,1.074,5.5,1565.25
2020,9,Onion,Tamil Nadu,Rabi,159.6,20.1,1.032,5.5,1500.47
2020,9,Soybean,Punjab,Kharif,315.0,21.6,0.816,5.5,4292.28
2020,9,Soybean,Haryana,Kharif,334.6,23.1,0.848,5.5,4140.69
2020,9,Soybean,UP,Kharif,323.2,18.6,0.873,5.5,4350.3
2020,9,Soybean,Maharashtra,Kharif,298.7,21.3,0.876,5.5,4418.76
2020,9,Soybean,Karnataka,Kharif,319.1,25.3,0.873,5.5,4251.03
2020,9,Soybean,Andhra Pradesh,Kharif,318.5,23.5,0.853,5.5,4628.94
2020,9,Soybean,Madhya Pradesh,Kharif,315.8,23.3,0.821,5.5,4182.82
2020,9,Soybean,Rajasthan,Kharif,317.3,19.7,0.858,5.5,4298.95
2020,9,Soybean,Gujarat,Kharif,328.8,22.8,0.841,5.5,4232.93
2020,9,Soybean,Bihar,Kharif,288.6,21.7,0.82,5.5,4527.11
2020,9,Soybean,West Bengal,Kharif,315.6,20.6,0.848,5.5,4238.01
2020,9,Soybean,Tamil Nadu,Kharif,294.4,22.3,0.877,5.5,4207.12
2020,9,Cotton,Punjab,Kharif,98.0,26.1,1.13,5.5,7528.38
2020,9,Cotton,Haryana,Kharif,91.7,29.3,1.131,5.5,7847.16
2020,9,Cotton,UP,Kharif,78.2,27.5,1.112,5.5,7319.21
2020,9,Cotton,Maharashtra,Kharif,67.2,30.9,1.064,5.5,7991.92
2020,9,Cotton,Karnataka,Kharif,130.0,35.4,1.068,5.5,6858.27
2020,9,Cotton,Andhra Pradesh,Kharif,79.1,32.7,1.084,5.5,7631.41
2020,9,Cotton,Madhya Pradesh,Kharif,123.2,29.7,1.096,5.5,7980.87
2020,9,Cotton,Rajasthan,Kharif,110.9,33.3,1.14,5.5,7747.47
2020,9,Cotton,Gujarat,Kharif,67.0,31.9,1.09,5.5,7920.18
2020,9,Cotton,Bihar,Kharif,75.5,32.0,1.051,5.5,7705.98
2020,9,Cotton,West Bengal,Kharif,96.6,27.7,1.128,5.5,7616.77
2020,9,Cotton,Tamil Nadu,Kharif,82.3,29.3,1.108,5.5,7474.34
2020,9,Sugarcane,Punjab,Year-round,238.7,28.1,1.076,5.5,375.14
2020,9,Sugarcane,Haryana,Year-round,216.5,26.8,1.064,5.5,366.03
2020,9,Sugarcane,UP,Year-round,221.8,25.3,1.109,5.5,370.85
2020,9,Sugarcane,Maharashtra,Year-round,210.5,28.2,1.059,5.5,347.72
2020,9,Sugarcane,Karnataka,Year-round,225.8,28.8,1.097,5.5,379.13
2020,9,Sugarcane,Andhra Pradesh,Year-round,196.4,29.9,1.114,5.5,353.72
2020,9,Sugarcane,Madhya Pradesh,Year-round,209.6,25.9,1.134,5.5,328.04
2020,9,Sugarcane,Rajasthan,Year-round,197.7,25.6,1.094,5.5,360.01
2020,9,Sugarcane,Gujarat,Year-round,207.9,28.8,1.064,5.5,355.07
2020,9,Sugarcane,Bihar,Year-round,234.7,27.5,1.07,5.5,377.51
2020,9,Sugarcane,West Bengal,Year-round,194.0,24.8,1.057,5.5,365.02
2020,9,Sugarcane,Tamil Nadu,Year-round,197.3,27.3,1.066,5.5,335.51
2020,9,Chilli,Punjab,Kharif,207.8,30.8,0.845,5.5,6966.52
2020,9,Chilli,Haryana,Kharif,252.1,28.7,0.856,5.5,6075.15
2020,9,Chilli,UP,Kharif,213.2,29.8,0.824,5.5,6395.1
2020,9,Chilli,Maharashtra,Kharif,225.1,28.7,0.845,5.5,6836.93
2020,9,Chilli,Karnataka,Kharif,206.7,35.0,0.85,5.5,6230.63
2020,9,Chilli,Andhra Pradesh,Kharif,181.2,30.6,0.863,5.5,6613.14
2020,9,Chilli,Madhya Pradesh,Kharif,219.1,29.9,0.82,5.5,6693.05
2020,9,Chilli,Rajasthan,Kharif,241.3,31.1,0.891,5.5,6189.37
2020,9,Chilli,Gujarat,Kharif,254.4,27.4,0.828,5.5,6067.95
2020,9,Chilli,Bihar,Kharif,228.0,31.3,0.816,5.5,6793.07
2020,9,Chilli,West Bengal,Kharif,229.9,32.7,0.892,5.5,6220.94
2020,9,Chilli,Tamil Nadu,Kharif,247.6,34.7,0.819,5.5,6054.64
2020,9,Gram,Punjab,Rabi,210.1,26.8,1.018,5.5,5464.77
2020,9,Gram,Haryana,Rabi,210.6,25.5,0.993,5.5,5918.73
2020,9,Gram,UP,Rabi,233.9,23.8,1.064,5.5,5293.74
2020,9,Gram,Maharashtra,Rabi,205.3,28.3,1.063,5.5,5915.87
2020,9,Gram,Karnataka,Rabi,237.8,26.5,1.088,5.5,5931.56
2020,9,Gram,Andhra Pradesh,Rabi,233.8,25.9,1.089,5.5,5153.09
2020,9,Gram,Madhya Pradesh,Rabi,258.4,25.0,1.016,5.5,5238.62
2020,9,Gram,Rajasthan,Rabi,201.6,22.5,1.036,5.5,5580.92
2020,9,Gram,Gujarat,Rabi,210.0,19.0,1.021,5.5,5518.28
2020,9,Gram,Bihar,Rabi,245.8,25.7,1.008,5.5,5192.92
2020,9,Gram,West Bengal,Rabi,201.4,27.1,1.089,5.5,5148.61
2020,9,Gram,Tamil Nadu,Rabi,194.0,23.0,1.045,5.5,5680.97
2020,9,Mustard,Punjab,Rabi,133.2,26.7,1.058,5.5,5886.68
2020,9,Mustard,Haryana,Rabi,159.2,25.8,1.025,5.5,6416.31
2020,9,Mustard,UP,Rabi,186.2,25.7,1.095,5.5,5719.68
2020,9,Mustard,Maharashtra,Rabi,205.7,27.9,1.054,5.5,5675.5
2020,9,Mustard,Karnataka,Rabi,162.0,23.8,1.042,5.5,5896.58
2020,9,Mustard,Andhra Pradesh,Rabi,152.7,27.3,1.009,5.5,6241.26
2020,9,Mustard,Madhya Pradesh,Rabi,185.9,26.8,1.006,5.5,6348.62
2020,9,Mustard,Rajasthan,Rabi,185.6,26.8,1.01,5.5,5984.72
2020,9,Mustard,Gujarat,Rabi,183.6,26.0,1.098,5.5,5711.95
2020,9,Mustard,Bihar,Rabi,183.7,25.6,1.093,5.5,6429.26
2020,9,Mustard,West Bengal,Rabi,177.5,27.0,1.048,5.5,5660.83
2020,9,Mustard,Tamil Nadu,Rabi,119.3,25.1,1.06,5.5,5581.41
2020,10,Wheat,Punjab,Rabi,158.6,27.1,1.184,5.5,2715.67
2020,10,Wheat,Haryana,Rabi,98.7,26.5,1.095,5.5,2434.66
2020,10,Wheat,UP,Rabi,123.8,29.0,1.164,5.5,2538.42
2020,10,Wheat,Maharashtra,Rabi,92.3,26.6,1.183,5.5,2703.11
2020,10,Wheat,Karnataka,Rabi,117.5,29.7,1.157,5.5,2588.94
2020,10,Wheat,Andhra Pradesh,Rabi,116.7,25.0,1.112,5.5,2517.76
2020,10,Wheat,Madhya Pradesh,Rabi,125.9,27.5,1.091,5.5,2578.75
2020,10,Wheat,Rajasthan,Rabi,105.3,30.4,1.134,5.5,2575.4
2020,10,Wheat,Gujarat,Rabi,92.6,31.3,1.132,5.5,2525.86
2020,10,Wheat,Bihar,Rabi,85.5,27.6,1.152,5.5,2719.38
2020,10,Wheat,West Bengal,Rabi,123.1,29.1,1.173,5.5,2629.59
2020,10,Wheat,Tamil Nadu,Rabi,113.5,29.8,1.171,5.5,2733.2
2020,10,Rice,Punjab,Kharif,112.8,20.0,1.074,5.5,2732.56
2020,10,Rice,Haryana,Kharif,70.4,22.3,1.073,5.5,2769.2
2020,10,Rice,UP,Kharif,105.0,21.1,1.132,5.5,2631.26
2020,10,Rice,Maharashtra,Kharif,84.5,23.5,1.033,5.5,2712.01
2020,10,Rice,Karnataka,Kharif,116.7,21.0,1.095,5.5,2432.99
2020,10,Rice,Andhra Pradesh,Kharif,96.6,23.2,1.091,5.5,2684.22
2020,10,Rice,Madhya Pradesh,Kharif,87.5,22.5,1.133,5.5,2627.34
2020,10,Rice,Rajasthan,Kharif,106.3,26.3,1.122,5.5,2603.5
2020,10,Rice,Gujarat,Kharif,96.9,19.1,1.04,5.5,2376.22
2020,10,Rice,Bihar,Kharif,71.4,21.1,1.032,5.5,2652.66
2020,10,Rice,West Bengal,Kharif,94.3,24.8,1.093,5.5,2658.38
2020,10,Rice,Tamil Nadu,Kharif,145.9,22.2,1.131,5.5,2456.16
2020,10,Maize,Punjab,Kharif,187.8,24.7,0.978,5.5,2283.94
2020,10,Maize,Haryana,Kharif,196.1,25.9,1.048,5.5,2315.0
2020,10,Maize,UP,Kharif,150.5,25.2,1.065,5.5,2347.32
2020,10,Maize,Maharashtra,Kharif,167.3,24.1,1.069,5.5,2434.93
2020,10,Maize,Karnataka,Kharif,183.9,25.3,1.002,5.5,2285.1
2020,10,Maize,Andhra Pradesh,Kharif,183.4,26.9,0.993,5.5,2258.59
2020,10,Maize,Madhya Pradesh,Kharif,172.2,26.8,1.073,5.5,2474.69
2020,10,Maize,Rajasthan,Kharif,161.6,27.3,1.032,5.5,2324.73
2020,10,Maize,Gujarat,Kharif,163.3,22.9,1.065,5.5,2421.43
2020,10,Maize,Bihar,Kharif,181.2,24.9,1.053,5.5,2237.53
2020,10,Maize,West Bengal,Kharif,175.3,22.7,1.055,5.5,2270.98
2020,10,Maize,Tamil Nadu,Kharif,151.6,24.3,1.049,5.5,2373.4
2020,10,Potato,Punjab,Rabi,120.6,22.6,0.988,5.5,814.78
2020,10,Potato,Haryana,Rabi,154.8,25.2,0.977,5.5,779.88
2020,10,Potato,UP,Rabi,164.1,21.9,1.017,5.5,831.59
2020,10,Potato,Maharashtra,Rabi,139.7,28.3,0.928,5.5,829.51
2020,10,Potato,Karnataka,Rabi,149.1,22.4,0.98,5.5,855.93
2020,10,Potato,Andhra Pradesh,Rabi,139.6,20.7,0.952,5.5,811.47
2020,10,Potato,Madhya Pradesh,Rabi,166.4,21.0,0.945,5.5,808.94
2020,10,Potato,Rajasthan,Rabi,120.0,24.9,0.968,5.5,880.9
2020,10,Potato,Gujarat,Rabi,122.9,25.2,1.001,5.5,864.92
2020,10,Potato,Bihar,Rabi,165.1,23.8,0.984,5.5,799.88
2020,10,Potato,West Bengal,Rabi,175.4,26.3,1.003,5.5,869.09
2020,10,Potato,Tamil Nadu,Rabi,159.0,27.5,0.928,5.5,758.82
2020,10,Tomato,Punjab,Year-round,87.3,25.5,1.083,5.5,1291.63
2020,10,Tomato,Haryana,Year-round,95.7,29.8,1.109,5.5,1409.08
2020,10,Tomato,UP,Year-round,97.8,30.7,1.071,5.5,1268.58
2020,10,Tomato,Maharashtra,Year-round,64.3,23.8,1.059,5.5,1293.27
2020,10,Tomato,Karnataka,Year-round,110.7,27.3,1.023,5.5,1428.04
2020,10,Tomato,Andhra Pradesh,Year-round,84.6,28.2,1.056,5.5,1438.16
2020,10,Tomato,Madhya Pradesh,Year-round,88.6,30.0,1.099,5.5,1456.09
2020,10,Tomato,Rajasthan,Year-round,95.0,25.4,1.049,5.5,1334.3
2020,10,Tomato,Gujarat,Year-round,84.2,28.7,1.067,5.5,1421.15
2020,10,Tomato,Bihar,Year-round,96.9,27.8,1.067,5.5,1270.59
2020,10,Tomato,West Bengal,Year-round,75.0,30.1,1.075,5.5,1384.36
2020,10,Tomato,Tamil Nadu,Year-round,78.2,29.4,1.074,5.5,1280.16
2020,10,Onion,Punjab,Rabi,151.9,22.8,1.089,5.5,1732.31
2020,10,Onion,Haryana,Rabi,166.3,27.8,1.057,5.5,1569.28
2020,10,Onion,UP,Rabi,152.7,23.4,1.072,5.5,1603.46
2020,10,Onion,Maharashtra,Rabi,180.0,26.4,1.02,5.5,1689.36
2020,10,Onion,Karnataka,Rabi,156.0,26.4,1.027,5.5,1501.15
2020,10,Onion,Andhra Pradesh,Rabi,153.2,22.6,1.079,5.5,1521.84
2020,10,Onion,Madhya Pradesh,Rabi,158.0,25.4,1.017,5.5,1734.26
2020,10,Onion,Rajasthan,Rabi,142.9,21.9,1.019,5.5,1702.87
2020,10,Onion,Gujarat,Rabi,139.0,22.7,1.042,5.5,1629.26
2020,10,Onion,Bihar,Rabi,176.9,24.0,1.015,5.5,1722.6
2020,10,Onion,West Bengal,Rabi,133.5,28.4,1.064,5.5,1538.76
2020,10,Onion,Tamil Nadu,Rabi,130.8,22.7,1.052,5.5,1701.98
2020,10,Soybean,Punjab,Kharif,101.9,27.2,0.931,5.5,3869.44
2020,10,Soybean,Haryana,Kharif,138.7,24.2,0.879,5.5,4290.09
2020,10,Soybean,UP,Kharif,94.0,23.4,0.898,5.5,4412.28
2020,10,Soybean,Maharashtra,Kharif,119.6,27.5,0.891,5.5,4495.03
2020,10,Soybean,Karnataka,Kharif,114.8,26.3,0.929,5.5,3988.71
2020,10,Soybean,Andhra Pradesh,Kharif,127.5,28.2,0.891,5.5,4217.97
2020,10,Soybean,Madhya Pradesh,Kharif,115.5,24.2,0.917,5.5,4084.22
2020,10,Soybean,Rajasthan,Kharif,121.8,27.3,0.94,5.5,4318.36
2020,10,Soybean,Gujarat,Kharif,101.8,21.0,0.922,5.5,4337.39
2020,10,Soybean,Bihar,Kharif,98.4,22.5,0.956,5.5,4434.53
2020,10,Soybean,West Bengal,Kharif,58.1,24.2,0.918,5.5,4301.87
2020,10,Soybean,Tamil Nadu,Kharif,105.3,26.0,0.909,5.5,3912.43
2020,10,Cotton,Punjab,Kharif,137.2,33.6,0.903,5.5,6112.69
2020,10,Cotton,Haryana,Kharif,162.0,31.1,0.912,5.5,5885.48
2020,10,Cotton,UP,Kharif,134.6,29.7,0.982,5.5,6601.87
2020,10,Cotton,Maharashtra,Kharif,117.2,30.7,0.9,5.5,6108.4
2020,10,Cotton,Karnataka,Kharif,176.8,30.7,0.966,5.5,6358.13
2020,10,Cotton,Andhra Pradesh,Kharif,148.7,31.8,0.895,5.5,6413.52
2020,10,Cotton,Madhya Pradesh,Kharif,126.8,33.8,0.966,5.5,6486.99
2020,10,Cotton,Rajasthan,Kharif,135.2,34.4,0.945,5.5,6787.3
2020,10,Cotton,Gujarat,Kharif,166.2,31.5,0.891,5.5,6791.1
2020,10,Cotton,Bihar,Kharif,162.5,34.1,0.964,5.5,5862.67
2020,10,Cotton,West Bengal,Kharif,140.8,31.7,0.974,5.5,6806.6
2020,10,Cotton,Tamil Nadu,Kharif,153.4,36.5,0.898,5.5,6039.55
2020,10,Sugarcane,Punjab,Year-round,156.4,17.5,1.096,5.5,372.34
2020,10,Sugarcane,Haryana,Year-round,119.7,18.2,1.097,5.5,344.47
2020,10,Sugarcane,UP,Year-round,98.8,21.3,1.059,5.5,345.41
2020,10,Sugarcane,Maharashtra,Year-round,171.0,21.5,1.095,5.5,399.0
2020,10,Sugarcane,Karnataka,Year-round,111.4,22.4,1.094,5.5,347.0
2020,10,Sugarcane,Andhra Pradesh,Year-round,123.6,20.4,1.152,5.5,355.72
2020,10,Sugarcane,Madhya Pradesh,Year-round,140.7,14.3,1.079,5.5,365.2
2020,10,Sugarcane,Rajasthan,Year-round,129.0,17.2,1.095,5.5,387.54
2020,10,Sugarcane,Gujarat,Year-round,89.6,19.4,1.103,5.5,385.26
2020,10,Sugarcane,Bihar,Year-round,139.0,17.8,1.061,5.5,389.22
2020,10,Sugarcane,West Bengal,Year-round,130.4,21.4,1.085,5.5,345.03
2020,10,Sugarcane,Tamil Nadu,Year-round,123.5,16.4,1.063,5.5,365.67
2020,10,Chilli,Punjab,Kharif,163.9,28.0,0.879,5.5,6286.45
2020,10,Chilli,Haryana,Kharif,140.6,27.5,0.834,5.5,6729.17
2020,10,Chilli,UP,Kharif,167.8,30.7,0.882,5.5,6382.82
2020,10,Chilli,Maharashtra,Kharif,132.1,31.9,0.86,5.5,6176.41
2020,10,Chilli,Karnataka,Kharif,123.0,29.4,0.855,5.5,6830.81
2020,10,Chilli,Andhra Pradesh,Kharif,126.5,29.8,0.896,5.5,6505.73
2020,10,Chilli,Madhya Pradesh,Kharif,143.3,27.8,0.902,5.5,6308.83
2020,10,Chilli,Rajasthan,Kharif,154.2,28.1,0.85,5.5,6281.71
2020,10,Chilli,Gujarat,Kharif,111.3,27.0,0.835,5.5,6748.36
2020,10,Chilli,Bihar,Kharif,146.2,29.7,0.83,5.5,6291.6
2020,10,Chilli,West Bengal,Kharif,137.6,33.1,0.885,5.5,6790.62
2020,10,Chilli,Tamil Nadu,Kharif,160.8,31.0,0.876,5.5,6902.4
2020,10,Gram,Punjab,Rabi,119.3,24.1,0.935,5.5,4603.67
2020,10,Gram,Haryana,Rabi,132.3,26.6,0.977,5.5,4646.92
2020,10,Gram,UP,Rabi,138.2,27.4,0.923,5.5,4937.71
2020,10,Gram,Maharashtra,Rabi,113.6,26.2,0.96,5.5,4835.06
2020,10,Gram,Karnataka,Rabi,100.3,25.6,0.909,5.5,5157.54
2020,10,Gram,Andhra Pradesh,Rabi,88.0,24.5,0.972,5.5,5069.47
2020,10,Gram,Madhya Pradesh,Rabi,91.6,26.0,0.9,5.5,4908.45
2020,10,Gram,Rajasthan,Rabi,102.3,22.9,0.945,5.5,5325.01
2020,10,Gram,Gujarat,Rabi,122.2,25.3,0.923,5.5,4606.76
2020,10,Gram,Bihar,Rabi,127.9,26.9,0.935,5.5,4573.73
2020,10,Gram,West Bengal,Rabi,153.3,26.0,0.922,5.5,5263.56
2020,10,Gram,Tamil Nadu,Rabi,100.7,24.4,0.957,5.5,4688.68
2020,10,Mustard,Punjab,Rabi,169.6,28.9,1.14,5.5,5579.97
2020,10,Mustard,Haryana,Rabi,178.8,27.0,1.174,5.5,5810.91
2020,10,Mustard,UP,Rabi,141.9,27.8,1.1,5.5,5583.55
2020,10,Mustard,Maharashtra,Rabi,133.2,27.7,1.088,5.5,5799.4
2020,10,Mustard,Karnataka,Rabi,139.0,28.0,1.101,5.5,6444.45
2020,10,Mustard,Andhra Pradesh,Rabi,161.4,30.2,1.085,5.5,6443.54
2020,10,Mustard,Madhya Pradesh,Rabi,115.5,27.7,1.139,5.5,6350.3
2020,10,Mustard,Rajasthan,Rabi,152.8,29.3,1.179,5.5,6336.68
2020,10,Mustard,Gujarat,Rabi,140.9,28.8,1.173,5.5,5773.55
2020,10,Mustard,Bihar,Rabi,138.1,30.6,1.115,5.5,5692.99
2020,10,Mustard,West Bengal,Rabi,160.8,28.2,1.077,5.5,5581.69
2020,10,Mustard,Tamil Nadu,Rabi,144.3,28.2,1.093,5.5,5935.73
2020,11,Wheat,Punjab,Rabi,109.7,26.9,0.955,5.5,2274.64
2020,11,Wheat,Haryana,Rabi,108.2,29.4,1.025,5.5,2481.96
2020,11,Wheat,UP,Rabi,140.4,23.8,0.947,5.5,2264.49
2020,11,Wheat,Maharashtra,Rabi,118.5,26.1,0.985,5.5,2532.6
2020,11,Wheat,Karnataka,Rabi,173.6,29.1,0.988,5.5,2242.77
2020,11,Wheat,Andhra Pradesh,Rabi,146.7,23.9,0.985,5.5,2322.2
2020,11,Wheat,Madhya Pradesh,Rabi,169.5,29.2,1.018,5.5,2408.01
2020,11,Wheat,Rajasthan,Rabi,125.4,26.3,1.001,5.5,2221.8
2020,11,Wheat,Gujarat,Rabi,156.4,28.8,0.949,5.5,2550.1
2020,11,Wheat,Bihar,Rabi,138.9,28.0,1.019,5.5,2281.23
2020,11,Wheat,West Bengal,Rabi,148.6,22.1,1.028,5.5,2468.3
2020,11,Wheat,Tamil Nadu,Rabi,147.5,26.7,0.991,5.5,2343.2
2020,11,Rice,Punjab,Kharif,187.1,29.9,1.044,5.5,2507.59
2020,11,Rice,Haryana,Kharif,183.8,27.1,0.977,5.5,2435.34
2020,11,Rice,UP,Kharif,177.3,29.9,1.005,5.5,2351.71
2020,11,Rice,Maharashtra,Kharif,192.6,30.2,1.051,5.5,2302.74
